id,age,gender,zip_code,race,name,dob
4630,98,female,56017,bronze,Arlette Shanahan,1922-07-10
4631,97,male,56017,bronze,Allan Hodkiewicz,1924-03-04
4632,69,female,56021,silver,Yolande Wolf,1951-06-12
4633,86,female,56021,bronze,Sandi Wilkinson,1934-05-28
4634,86,male,56014,silver,Antone Doyle,1934-04-28
4635,71,male,56021,gold,Wesley Altenwerth,1950-02-26
4636,101,female,56015,silver,Shawanda Rippin,1919-10-30
4637,101,male,56019,silver,Buddy Hintz,1919-03-15
4638,71,female,56019,bronze,Mickie Gottlieb,1949-10-07
4639,88,female,56015,gold,Candie Rau,1932-12-31
4640,93,female,56012,gold,Ginger Powlowski,1927-12-14
4641,68,female,56014,gold,Maryland Reichert,1952-06-08
4642,96,male,56018,silver,Carter Swaniawski,1924-08-29
4643,75,female,56017,bronze,Vella Auer,1945-07-24
4644,68,male,56013,silver,Max Wolff,1953-01-07
4645,91,female,56017,silver,Tosha Kessler,1930-02-10
4646,102,male,56021,gold,Jacob Boyle,1918-04-08
4647,101,male,56019,bronze,Hollis Runolfsson,1919-11-19
4648,96,female,56019,gold,Emilia Moore,1924-04-04
4649,104,female,56014,silver,Oliva Tremblay,1916-07-19
4650,94,male,56013,silver,Giuseppe Braun,1926-08-05
4651,102,male,56013,bronze,Leon Hagenes,1918-04-03
4652,104,male,56018,gold,Edwardo Hansen,1917-02-15
4653,99,male,56012,bronze,Yong MacGyver,1921-03-15
4654,82,male,56018,bronze,Blaine Lakin,1938-05-20
4655,82,male,56015,gold,Russel Kiehn,1938-04-09
4656,79,male,56016,bronze,Norberto Roberts,1941-12-14
4657,71,male,56016,gold,Leonel Kihn,1949-03-14
4658,98,male,56017,gold,Leonardo Zboncak,1922-04-14
4659,69,male,56015,gold,Shayne Willms,1951-08-25
4660,74,female,56012,bronze,Keitha Jast,1946-05-06
4661,104,male,56019,gold,Carmen Schroeder,1916-08-21
4662,77,female,56021,bronze,Mariann McClure,1943-07-15
4663,71,male,56014,gold,Lucas Emard,1949-10-20
4664,96,female,56014,gold,Amiee Wisozk,1924-11-15
4665,72,male,56012,gold,Allen Koelpin,1949-02-21
4666,88,female,56021,bronze,Tracey Mueller,1933-01-04
4667,77,male,56014,silver,Stanford Wintheiser,1943-09-19
4668,100,male,56013,gold,Eloy Zieme,1921-02-11
4669,82,male,56015,gold,Trent Murray,1939-02-25
4670,101,female,56014,bronze,Lorraine Weissnat,1919-05-10
4671,93,male,56017,gold,Carson Zemlak,1927-04-01
4672,85,female,56012,silver,Ruthanne Brakus,1935-09-11
4673,67,female,56013,gold,Kristi Johnson,1953-08-16
4674,82,female,56014,bronze,Stormy Hudson,1938-06-12
4675,97,male,56016,bronze,Joe Bernhard,1924-01-15
4676,85,female,56017,gold,Gregoria Morar,1935-03-14
4677,91,female,56015,gold,Lashanda Daniel,1929-12-17
4678,86,male,56016,bronze,Dwight Hoeger,1934-09-04
4679,101,female,56019,gold,Chara Orn,1919-04-25
4680,76,female,56013,silver,Fransisca Christiansen,1944-12-13
4681,69,male,56013,bronze,Thaddeus Cole,1951-06-15
4682,70,male,56021,silver,Shelby Kiehn,1951-02-13
4683,76,female,56017,silver,Dorthy Wiza,1944-03-16
4684,90,male,56021,silver,Woodrow White,1930-09-23
4685,94,female,56012,bronze,Odell Gibson,1926-09-06
4686,84,male,56012,bronze,Luther Fisher,1936-10-13
4687,94,female,56021,silver,Bettie Satterfield,1926-05-18
4688,92,male,56018,silver,Omer Legros,1928-12-09
4689,88,female,56016,bronze,Devon Wilderman,1932-12-22
4690,87,female,56021,gold,Many Heller,1933-10-11
4691,77,female,56021,gold,Jutta Parker,1944-01-16
4692,101,male,56021,bronze,Russell Pagac,1919-06-09
4693,75,male,56019,gold,Sylvester Kunde,1945-10-19
4694,65,male,56020,gold,Bo Mills,1955-09-12
4695,75,female,56017,gold,Chloe Roob,1946-02-17
4696,66,female,56021,gold,Delphia Gaylord,1954-06-02
4697,99,female,56013,bronze,Deeanna Weissnat,1921-12-29
4698,71,female,56015,gold,Afton Blanda,1950-02-23
4699,90,male,56014,silver,Mohammed Mayert,1931-02-09
4700,95,female,56017,gold,Inell Boehm,1925-04-01
4701,101,female,56021,silver,Renata Feil,1920-02-13
4702,85,male,56013,bronze,Gregg Bogisich,1935-04-21
4703,77,male,56016,silver,Vince Brown,1944-01-19
4704,88,female,56015,gold,Kathe Blanda,1932-09-22
4705,102,male,56021,bronze,Brad Rodriguez,1918-09-23
4706,97,male,56020,gold,Mose Wehner,1923-05-20
4707,66,male,56017,bronze,Arnold Smitham,1954-05-06
4708,72,male,56018,gold,Merlin Botsford,1948-11-22
4709,68,male,56013,bronze,Dean Cole,1952-09-09
4710,67,female,56020,bronze,Monique O'Reilly,1953-07-24
4711,66,female,56019,bronze,Maragaret Fritsch,1954-08-07
4712,75,female,56017,bronze,Sylvia Flatley,1945-08-06
4713,84,male,56015,bronze,Isaiah Paucek,1937-01-08
4714,65,female,56014,silver,Willia Runolfsdottir,1955-04-16
4715,94,female,56019,gold,Madaline King,1926-10-06
4716,90,female,56016,bronze,Antonetta Yost,1930-09-18
4717,94,female,56019,gold,Beula Murazik,1926-03-21
4718,103,female,56013,gold,Jaquelyn Ruecker,1917-04-22
4719,72,male,56015,gold,Erwin Hansen,1948-07-25
4720,86,female,56012,silver,Savanna Glover,1935-02-15
4721,65,female,56017,silver,Lakeisha Hauck,1955-12-12
4722,83,female,56017,bronze,Shawnta Kozey,1937-12-20
4723,96,male,56021,bronze,Irving Sanford,1924-10-28
4724,79,male,56014,gold,Aurelio Carter,1941-12-08
4725,82,male,56015,silver,Stacy Sawayn,1939-02-21
4726,94,female,56016,silver,Keesha Lind,1926-10-28
4727,96,male,56013,gold,Josiah Waelchi,1924-04-13
4728,72,female,56016,gold,Stefany Greenholt,1948-10-27
4729,74,female,56012,silver,Rosemarie Koepp,1946-05-07
4730,104,female,56018,gold,Carolann Hirthe,1916-11-19
4731,101,female,56016,gold,Laveta Medhurst,1919-08-09
4732,87,male,56017,silver,Jefferey Reichel,1933-05-22
4733,88,female,56017,silver,Desire Stamm,1932-04-08
4734,67,female,56019,bronze,Marybeth Cole,1954-01-14
4735,102,female,56012,bronze,Sheryll Barrows,1918-06-30
4736,99,male,56014,bronze,Gerald Pfeffer,1921-12-14
4737,76,male,56019,silver,Trey Auer,1944-10-29
4738,72,male,56015,silver,Dalton Blick,1948-05-02
4739,78,female,56017,gold,Harriett Reilly,1942-11-16
4740,66,female,56019,silver,Numbers Macejkovic,1954-04-05
4741,93,female,56019,silver,Mindi Kuhlman,1927-11-28
4742,104,male,56021,gold,Arnulfo Donnelly,1917-02-04
4743,85,female,56021,bronze,Lucretia Ernser,1935-03-19
4744,69,male,56017,gold,Michal Schumm,1952-01-11
4745,103,female,56012,silver,Delora Kertzmann,1917-09-22
4746,87,male,56021,bronze,Leslie Jakubowski,1933-05-20
4747,99,male,56012,gold,Jarrett Wyman,1921-11-27
4748,85,female,56019,silver,Debera Bayer,1935-04-01
4749,73,female,56013,silver,Deandrea Kuvalis,1948-01-26
4750,94,male,56019,gold,Moses Hahn,1926-11-01
4751,82,female,56016,silver,Xiomara Ruecker,1939-02-26
4752,85,male,56016,bronze,Marlon Farrell,1936-02-06
4753,84,male,56018,silver,Nelson Bauch,1937-02-04
4754,80,male,56017,gold,Quinn Jacobs,1941-02-04
4755,92,male,56014,gold,Otha Cruickshank,1928-11-17
4756,102,female,56014,gold,Yuette Roberts,1918-04-05
4757,96,male,56013,gold,Charlie Ryan,1924-04-22
4758,80,male,56021,bronze,Will Schinner,1940-11-20
4759,71,male,56015,gold,Genaro Windler,1949-07-14
4760,86,male,56016,gold,Orlando Gerlach,1935-01-14
4761,87,female,56017,bronze,Jacalyn Muller,1933-12-24
4762,75,female,56017,silver,Rosalee Parisian,1945-11-27
4763,72,male,56021,bronze,Tyson Olson,1949-02-14
4764,91,male,56018,bronze,Bud Simonis,1929-09-11
4765,72,female,56021,gold,Kia Ernser,1948-11-09
4766,102,female,56018,silver,Valeri Boehm,1918-09-07
4767,76,female,56015,silver,Kazuko Breitenberg,1944-06-11
4768,91,female,56019,gold,Fonda Feeney,1930-02-11
4769,69,male,56013,silver,Jerald Maggio,1951-10-23
4770,68,female,56016,silver,Mireille Keeling,1952-05-10
4771,85,male,56014,silver,Frederick Parker,1935-12-07
4772,74,female,56017,gold,Kati Quigley,1946-05-21
4773,82,male,56020,silver,Joaquin Maggio,1938-06-11
4774,78,male,56019,silver,Paris Ernser,1942-07-21
4775,98,female,56017,silver,Lynsey Rutherford,1922-10-07
4776,81,male,56012,silver,Elias Dietrich,1939-12-30
4777,94,male,56013,silver,Romeo Yundt,1926-07-25
4778,83,female,56015,silver,Jadwiga McGlynn,1937-09-28
4779,101,male,56019,silver,Hollis MacGyver,1919-11-10
4780,65,male,56021,silver,Alexander Kozey,1955-04-06
4781,68,female,56016,silver,Sherri Brown,1952-05-15
4782,98,male,56021,gold,Hilton Torp,1922-09-10
4783,69,male,56012,bronze,Isreal Ledner,1952-01-16
4784,92,male,56021,silver,Bill Huels,1928-08-19
4785,97,male,56017,silver,Todd Mitchell,1924-01-27
4786,94,female,56020,bronze,Tiera Grant,1926-10-18
4787,98,female,56015,gold,Mariah Quitzon,1923-01-12
4788,92,female,56013,bronze,Grayce Lockman,1928-10-24
4789,70,female,56020,silver,Crystal Bins,1950-07-03
4790,101,male,56014,bronze,Lincoln Bernhard,1919-09-07
4791,65,female,56012,bronze,Tennie Swift,1956-02-23
4792,86,female,56015,silver,Latoyia Bednar,1934-05-26
4793,65,male,56020,gold,Virgil Aufderhar,1955-08-03
4794,96,male,56015,gold,Albert Sporer,1924-05-01
4795,97,female,56016,gold,Fiona Mosciski,1923-04-05
4796,75,female,56016,silver,Livia Halvorson,1945-11-15
4797,82,male,56019,gold,Amos Dibbert,1938-05-30
4798,97,male,56013,gold,Toney Kub,1923-12-12
4799,66,female,56015,bronze,Jaleesa Klein,1955-02-19
4800,87,female,56021,silver,Albert Swaniawski,1933-11-09
4801,68,male,56017,bronze,Wilburn Walter,1952-03-11
4802,96,male,56018,gold,Tanner Connelly,1925-03-01
4803,92,male,56021,silver,Clement Lehner,1928-12-23
4804,78,male,56021,bronze,Toney Dibbert,1942-03-12
4805,78,female,56020,bronze,Corene Wilderman,1942-06-12
4806,91,male,56020,bronze,Jessie Emard,1929-04-10
4807,98,female,56017,bronze,Majorie Powlowski,1922-09-12
4808,71,male,56021,gold,Kerry Crona,1949-08-25
4809,83,female,56012,silver,Christeen Breitenberg,1937-08-14
4810,67,male,56015,bronze,Parker Jacobs,1953-12-23
4811,92,female,56015,bronze,Sherlene Gleason,1928-03-21
4812,98,female,56020,gold,Porsche Kilback,1922-05-14
4813,99,male,56018,silver,Randell Abbott,1921-11-09
4814,100,male,56017,silver,Stanley Stamm,1920-05-16
4815,94,male,56015,bronze,Milford Breitenberg,1926-05-01
4816,100,male,56021,gold,Laurence Hodkiewicz,1921-01-09
4817,76,male,56014,gold,Miguel Purdy,1944-06-16
4818,89,male,56016,gold,Demarcus Bernhard,1932-01-24
4819,91,male,56021,gold,Isaac Ondricka,1929-09-20
4820,69,male,56013,silver,Alex Dare,1951-06-14
4821,66,male,56014,gold,Rolf Murazik,1955-03-01
4822,95,male,56019,silver,Errol Hoeger,1925-08-05
4823,70,male,56021,gold,Ward Zemlak,1950-06-03
4824,82,female,56012,gold,Marin Yost,1938-04-26
4825,69,male,56018,gold,Ernest Hilpert,1952-02-15
4826,101,female,56016,bronze,Cherise Pagac,1919-10-08
4827,104,female,56018,silver,Kyung White,1916-10-31
4828,75,male,56012,silver,Rob Lemke,1945-03-31
4829,96,female,56015,gold,Belle Connelly,1924-05-27
4830,92,female,56017,bronze,Kristi Cole,1928-08-26
4831,77,female,56012,gold,Neely Jones,1943-08-08
4832,70,female,56019,gold,Cherri Kozey,1950-08-16
4833,91,male,56019,silver,Daryl Langworth,1929-05-27
4834,102,male,56018,silver,Adam Schamberger,1918-07-03
4835,92,male,56021,silver,Derrick Wintheiser,1928-08-17
4836,80,male,56016,bronze,Alan Schmeler,1940-11-20
4837,74,male,56021,gold,Hershel Nienow,1946-05-21
4838,85,male,56021,silver,Chang Smith,1936-02-14
4839,82,male,56016,bronze,Davis Monahan,1939-01-13
4840,103,female,56012,silver,Neva Bode,1917-03-30
4841,71,female,56020,gold,Leana Jacobs,1949-08-02
4842,72,male,56018,gold,Damon Hintz,1948-08-22
4843,74,male,56021,bronze,Mauro Gaylord,1946-03-25
4844,100,male,56014,silver,Harold Homenick,1920-09-17
4845,79,male,56013,silver,Jody Pfannerstill,1941-04-28
4846,84,male,56021,gold,Norman Walsh,1936-08-25
4847,99,male,56017,gold,Craig Dibbert,1922-01-01
4848,84,male,56014,silver,Bert Gislason,1936-06-08
4849,72,female,56021,gold,Bao Goyette,1948-08-03
4850,66,female,56018,silver,Kacy Halvorson,1955-03-07
4851,89,male,56018,gold,Jerry Kassulke,1931-08-27
4852,81,female,56018,bronze,Shea Braun,1939-11-21
4853,81,female,56019,bronze,Alexa Jacobi,1940-03-09
4854,87,male,56020,gold,Lupe Ruecker,1933-11-20
4855,83,female,56018,silver,Cherlyn Prosacco,1938-02-02
4856,78,male,56016,gold,Amos Harris,1942-11-12
4857,99,female,56019,gold,Sarina Roob,1922-01-08
4858,76,male,56017,gold,Merrill Pacocha,1944-05-21
4859,65,male,56017,bronze,Bud Veum,1955-07-05
4860,66,female,56019,bronze,Dori Grant,1954-11-23
4861,76,female,56019,bronze,Vilma Wisozk,1944-10-20
4862,93,male,56019,silver,Rick Crist,1927-06-13
4863,88,male,56012,gold,Alejandro Windler,1932-08-31
4864,74,male,56018,gold,Gail Marks,1946-07-01
4865,91,male,56021,gold,Travis Krajcik,1929-07-22
4866,99,female,56017,gold,Raina Bins,1921-05-09
4867,98,male,56013,bronze,Randy Kiehn,1922-10-02
4868,70,male,56015,silver,Frederic Franecki,1951-03-05
4869,95,female,56021,bronze,Jestine Hammes,1925-11-16
4870,82,male,56014,silver,Tobias Lind,1938-04-15
4871,97,male,56012,bronze,Aurelio Gleichner,1923-07-09
4872,89,female,56021,silver,Reita Littel,1931-05-24
4873,81,male,56018,gold,Wiley Bins,1940-02-08
4874,81,male,56015,bronze,Hugo Rempel,1939-06-18
4875,75,male,56020,gold,Rick Prosacco,1945-06-16
4876,65,male,56012,silver,Ray Conroy,1955-04-30
4877,75,female,56012,silver,Eleanore Bartoletti,1945-04-30
4878,80,female,56013,gold,Merri Turcotte,1940-07-11
4879,86,female,56015,bronze,Carlene Will,1935-01-04
4880,88,female,56016,bronze,Erinn Maggio,1933-02-13
4881,81,female,56013,gold,Melani Littel,1939-11-16
4882,73,male,56021,silver,Huey O'Reilly,1947-05-19
4883,98,male,56018,gold,King Glover,1922-11-09
4884,98,female,56019,silver,Amy Klocko,1923-01-23
4885,94,male,56016,silver,Moses Schoen,1926-06-13
4886,73,female,56014,gold,Sheilah Ritchie,1947-12-25
4887,98,male,56015,bronze,Hyman Wehner,1922-07-28
4888,97,female,56021,silver,Neta Harris,1924-03-07
4889,71,male,56018,gold,Wendell Schaefer,1949-09-06
4890,68,male,56012,bronze,Elliot Ledner,1952-08-09
4891,104,female,56020,silver,Tamekia Brekke,1917-02-25
4892,94,male,56013,bronze,Jordon Schoen,1927-02-11
4893,81,female,56013,silver,Brande Crist,1939-10-05
4894,70,female,56017,silver,Melba Stracke,1951-02-07
4895,88,male,56021,silver,Dewitt O'Keefe,1932-06-19
4896,72,male,56019,bronze,Mitchel Schaefer,1948-03-09
4897,73,male,56016,bronze,Ian Bailey,1948-02-14
4898,82,female,56017,silver,Latonya Howe,1938-07-27
4899,91,female,56020,silver,Geraldine Kessler,1929-09-25
4900,77,female,56013,bronze,Joaquina Heathcote,1944-02-08
4901,102,male,56019,gold,Omer Stanton,1918-08-21
4902,65,male,56016,gold,Keven Ziemann,1955-07-29
4903,93,male,56013,silver,Christian Green,1927-11-24
4904,98,female,56015,silver,Loralee Hilll,1922-03-10
4905,66,female,56016,silver,Catheryn Gaylord,1954-11-27
4906,93,male,56020,gold,Morton Sawayn,1927-09-03
4907,85,female,56015,bronze,Le Abbott,1935-06-06
4908,85,female,56020,bronze,Crysta Bechtelar,1935-04-09
4909,91,male,56020,silver,Timmy Lueilwitz,1929-04-27
4910,92,male,56018,bronze,Marion Volkman,1928-05-06
4911,72,male,56019,silver,Diego Zulauf,1948-03-15
4912,83,female,56019,silver,Shantay Bauch,1937-10-25
4913,70,male,56014,bronze,Alonzo Hodkiewicz,1951-01-09
4914,98,male,56016,silver,Whitney Boyle,1922-04-28
4915,71,female,56019,bronze,Hae Morissette,1950-01-18
4916,86,male,56020,silver,Andreas Harvey,1934-11-17
4917,78,female,56014,bronze,Corie Stark,1942-05-24
4918,75,male,56013,bronze,Jack Christiansen,1946-01-10
4919,95,male,56017,silver,Young Schulist,1925-08-23
4920,90,female,56013,bronze,Gilda Reilly,1930-04-01
4921,68,female,56018,silver,Lucienne Nolan,1952-08-15
4922,65,male,56016,silver,Monty Crona,1955-07-17
4923,68,male,56016,gold,Jackie Torp,1952-06-02
4924,69,female,56020,silver,Christi Terry,1951-08-27
4925,77,female,56016,silver,Rafaela Lebsack,1943-12-05
4926,79,female,56014,gold,Marcela Ritchie,1941-06-07
4927,96,male,56017,bronze,Dave Kuhic,1924-08-17
4928,98,male,56013,gold,Rashad Mueller,1922-09-05
4929,78,male,56013,silver,Hugo Leannon,1942-06-11
4930,75,female,56018,silver,Vannesa Hilll,1945-07-08
4931,72,female,56018,gold,Lorina Anderson,1949-02-27
4932,74,male,56016,bronze,Markus Kunde,1946-07-10
4933,69,female,56017,silver,Steven O'Keefe,1951-10-05
4934,87,male,56019,silver,Henry Gutmann,1934-01-15
4935,74,female,56020,silver,Tarah Schumm,1946-03-21
4936,99,male,56018,gold,Danial Emard,1921-07-03
4937,96,female,56016,bronze,Kati Trantow,1925-01-07
4938,81,male,56014,silver,Diego Weissnat,1939-07-26
4939,101,female,56019,bronze,Melodie Muller,1919-10-31
4940,72,female,56020,silver,Sandie Kemmer,1948-12-02
4941,96,male,56012,gold,Norris Bartoletti,1924-05-15
4942,68,female,56018,bronze,Ruthie Lehner,1952-10-26
4943,77,female,56013,bronze,Jamila Parker,1943-10-09
4944,94,male,56016,bronze,Morgan Bergstrom,1926-04-27
4945,76,male,56014,gold,Leon Hilpert,1944-05-31
4946,98,male,56016,gold,Kendall Bode,1922-08-20
4947,66,male,56014,silver,Dwayne Dickinson,1954-07-03
4948,73,male,56020,gold,Wilton Gislason,1947-09-16
4949,89,male,56018,gold,Gerry Medhurst,1931-04-09
4950,85,male,56014,bronze,Jerome Orn,1935-12-16
4951,70,male,56014,silver,Wade Friesen,1950-05-12
4952,101,male,56017,bronze,Elton Sporer,1919-05-07
4953,83,female,56017,bronze,Lavonna Rosenbaum,1937-10-29
4954,78,female,56020,bronze,Meridith Boyer,1942-10-08
4955,86,female,56019,gold,Rebecca Sporer,1934-07-26
4956,79,male,56020,bronze,Matt Satterfield,1941-09-26
4957,78,female,56015,bronze,Hattie Hermiston,1943-02-19
4958,81,male,56012,silver,Courtney Volkman,1939-12-22
4959,65,female,56014,gold,Lorilee Lang,1955-06-17
4960,82,male,56019,gold,Les McCullough,1938-08-20
4961,67,male,56012,bronze,Rico Lakin,1953-07-10
4962,66,female,56012,bronze,Jerrie Abernathy,1955-02-24
4963,80,female,56014,bronze,Enriqueta Bayer,1940-04-06
4964,71,female,56014,silver,Angie Cole,1949-07-07
4965,91,female,56021,gold,Matilde Terry,1929-07-11
4966,84,male,56015,silver,Damien Auer,1936-04-09
4967,103,male,56016,gold,Long Grimes,1917-11-19
4968,99,male,56012,silver,Milton Upton,1921-09-21
4969,99,male,56018,gold,Brandon Herman,1921-11-09
4970,73,female,56013,gold,Celina Greenholt,1947-08-18
4971,90,female,56020,gold,Allen Bosco,1931-01-28
4972,103,female,56018,silver,Marianela Mertz,1917-07-08
4973,77,male,56015,gold,Carter Donnelly,1943-09-09
4974,87,male,56018,silver,Elvin Robel,1933-05-16
4975,79,male,56019,gold,Antione Kerluke,1941-06-10
4976,69,female,56020,bronze,Sunshine Hirthe,1951-03-21
4977,80,male,56021,silver,Rafael Bernhard,1940-04-27
4978,68,male,56014,gold,Ariel Lemke,1952-12-12
4979,77,female,56014,gold,Essie Stark,1943-04-08
4980,71,male,56018,gold,Lavern Leuschke,1949-07-18
4981,76,male,56012,bronze,Sam Carroll,1944-12-16
4982,87,female,56016,bronze,Huong Nolan,1933-05-25
4983,85,male,56018,silver,Joe Schumm,1936-01-09
4984,76,male,56020,silver,Ellsworth Wuckert,1944-03-26
4985,100,female,56014,bronze,Rory Sauer,1920-07-04
4986,90,male,56015,silver,Cordell Miller,1930-04-08
4987,72,male,56015,silver,David Balistreri,1948-04-27
4988,103,male,56014,bronze,Chong Olson,1917-08-05
4989,67,male,56020,gold,Errol Kutch,1953-10-08
4990,79,female,56012,bronze,Yang Durgan,1941-10-22
4991,77,male,56013,gold,Leonel Schuster,1943-08-13
4992,73,female,56014,gold,Dwana Crooks,1947-06-10
4993,87,male,56020,gold,Alfonso Schaden,1933-11-22
4994,72,female,56018,bronze,Cary Botsford,1948-12-19
4995,80,female,56012,bronze,Lashay Raynor,1940-08-10
4996,83,male,56017,bronze,Jarred Wuckert,1937-09-14
4997,76,male,56017,bronze,Emery Cormier,1944-11-04
4998,97,male,56021,gold,Leroy Parisian,1923-06-22
4999,74,male,56015,silver,Theron Beatty,1946-10-15
5000,101,female,56019,silver,Deidra Friesen,1919-08-02
5001,70,female,56020,gold,Tammera Hansen,1950-11-27
5002,85,male,56016,gold,Cliff Predovic,1935-04-20
5003,67,male,56014,silver,Jere Romaguera,1953-10-08
5004,86,female,56019,gold,Stevie Thompson,1935-02-04
5005,81,male,56019,silver,Buster White,1939-12-12
5006,77,female,56018,gold,Allyn Zboncak,1943-07-25
5007,82,female,56020,gold,Virginia Reinger,1938-10-24
5008,77,male,56014,silver,Bart Schroeder,1943-05-23
5009,96,female,56012,silver,Lenore Green,1925-02-03
5010,91,female,56014,bronze,Ethyl Streich,1929-09-15
5011,76,female,56018,bronze,Jacquelyne Feeney,1944-06-10
5012,103,female,56013,gold,Maria Crona,1917-03-14
5013,66,male,56020,silver,Hector Volkman,1954-11-30
5014,69,male,56014,gold,Refugio Douglas,1952-02-02
5015,71,male,56014,silver,Lester Harris,1949-06-20
5016,67,male,56019,silver,Nolan Abshire,1953-06-05
5017,104,male,56012,bronze,Kim Buckridge,1917-01-14
5018,71,female,56021,bronze,Ellis Swift,1950-01-16
5019,98,female,56014,bronze,Sherlyn Christiansen,1922-09-03
5020,96,female,56013,bronze,Dara Cormier,1924-04-12
5021,90,female,56014,silver,Marilyn Oberbrunner,1931-03-06
5022,83,female,56017,gold,Beverley Moen,1937-09-09
5023,81,male,56012,bronze,Ray Jacobs,1940-03-05
5024,77,female,56019,silver,Sadye Blick,1943-12-19
5025,89,female,56012,silver,Remona Green,1931-06-29
5026,87,female,56017,gold,Ching Greenholt,1933-06-08
5027,100,male,56016,gold,Carl Corkery,1920-12-28
5028,85,male,56016,bronze,Trenton Ernser,1936-02-04
5029,98,female,56020,gold,Evelina Lueilwitz,1922-05-15
5030,102,male,56021,silver,Doug Weimann,1919-01-28
5031,86,male,56021,bronze,Harlan Schiller,1934-07-31
5032,101,female,56018,silver,Katheryn Buckridge,1919-06-30
5033,70,male,56019,gold,Bradley Mayer,1950-08-30
5034,82,female,56021,bronze,Annalisa Sawayn,1938-05-05
5035,94,male,56018,gold,Gaylord Lubowitz,1926-06-07
5036,87,female,56019,gold,Lasandra Upton,1934-03-07
5037,92,female,56014,gold,Idalia Ankunding,1928-10-26
5038,71,male,56016,bronze,Andy Kiehn,1949-06-21
5039,74,male,56021,gold,Jess Hartmann,1947-02-25
5040,72,male,56012,gold,Leon Borer,1948-06-18
5041,70,male,56018,silver,Young Miller,1950-03-24
5042,84,female,56019,silver,Elma Cole,1936-04-15
5043,99,male,56013,silver,Sebastian Olson,1921-12-24
5044,104,male,56017,bronze,Rafael Kuhn,1917-03-06
5045,82,female,56017,silver,Ena Roob,1938-09-05
5046,67,male,56019,bronze,Peter Kulas,1953-04-28
5047,85,female,56014,bronze,Nerissa Parker,1935-09-21
5048,66,female,56018,gold,Tomoko Carter,1954-10-30
5049,66,male,56016,bronze,Harrison Auer,1955-01-17
5050,92,male,56012,gold,Anthony Russel,1928-05-25
5051,87,female,56014,bronze,Phyliss Block,1933-11-23
5052,82,male,56019,bronze,Leon Kling,1939-01-10
5053,103,female,56012,bronze,Shu Crist,1917-12-14
5054,89,male,56013,gold,Barrett Kshlerin,1931-08-31
5055,79,male,56021,bronze,Renaldo Towne,1941-07-23
5056,72,male,56019,gold,Sam Lebsack,1949-02-11
5057,66,female,56012,bronze,Dara McLaughlin,1954-11-20
5058,67,female,56021,gold,Towanda Gusikowski,1953-06-30
5059,80,male,56013,gold,Warner Crist,1940-04-10
5060,92,female,56018,bronze,Lisbeth Miller,1928-05-17
5061,98,female,56016,bronze,Viviana Jast,1922-10-18
5062,93,female,56021,silver,Manda Grimes,1927-03-13
5063,77,male,56013,silver,Adalberto Daniel,1943-10-22
5064,103,male,56012,gold,Alexis Metz,1918-02-18
5065,103,female,56014,silver,Mirna Cronin,1917-12-20
5066,67,female,56018,bronze,Aleshia Volkman,1953-03-17
5067,79,male,56015,silver,Val Cummerata,1941-06-10
5068,77,male,56013,gold,Eli Bernier,1943-10-22
5069,94,male,56016,gold,Titus Marvin,1926-06-12
5070,93,female,56013,silver,Edythe Satterfield,1927-03-19
5071,102,female,56019,gold,Gwen Roberts,1918-09-19
5072,72,female,56015,bronze,Kizzie Lubowitz,1948-08-12
5073,92,male,56016,gold,Alexander Berge,1928-07-24
5074,77,female,56015,gold,Josephine Emard,1943-09-01
5075,65,female,56015,silver,India Welch,1955-05-15
5076,91,female,56016,bronze,Delora Nienow,1929-09-14
5077,72,male,56016,bronze,Williams Jenkins,1948-10-21
5078,72,female,56021,bronze,Elmira Marquardt,1948-09-28
5079,85,female,56021,gold,Shanelle Rogahn,1935-10-03
5080,94,male,56015,silver,Coleman Skiles,1926-11-26
5081,67,female,56014,bronze,Lilla Windler,1953-06-20
5082,85,male,56020,bronze,Harland Breitenberg,1935-12-26
5083,95,female,56017,bronze,Dori Heidenreich,1925-09-06
5084,100,female,56020,bronze,Racheal Farrell,1920-03-18
5085,102,male,56020,silver,Fredrick McCullough,1918-11-22
5086,86,female,56017,gold,Regina Sanford,1934-06-07
5087,74,male,56018,bronze,Troy Glover,1946-12-12
5088,85,male,56015,bronze,Josiah Blanda,1935-05-23
5089,99,female,56017,silver,Donella Legros,1921-07-10
5090,93,male,56021,silver,Colin Glover,1927-09-07
5091,68,female,56012,bronze,Natalya Wilkinson,1952-12-08
5092,92,female,56019,bronze,Karry Rempel,1928-11-18
5093,93,female,56018,bronze,Gwen Swift,1927-04-28
5094,90,female,56021,bronze,Angelo Steuber,1930-04-08
5095,80,female,56018,bronze,Sirena Schmeler,1940-09-10
5096,83,male,56018,gold,Wilburn Volkman,1937-11-15
5097,90,female,56015,bronze,Kathlene Murazik,1930-09-10
5098,76,male,56016,silver,Frederic Schumm,1944-03-29
5099,78,female,56014,bronze,Tianna Witting,1942-09-16
5100,67,male,56014,bronze,Neville Boyer,1953-05-21
5101,103,male,56012,silver,Luigi Padberg,1917-05-01
5102,78,female,56019,bronze,Sibyl Stark,1942-05-08
5103,85,male,56021,gold,Deon Dicki,1935-07-25
5104,85,female,56015,gold,Rosalee Lynch,1935-05-20
5105,99,male,56014,bronze,Branden Fritsch,1921-08-17
5106,76,female,56017,bronze,Verdie Rutherford,1944-07-29
